CUSTOMER_NUMBER,CLIENT_SEX,STAFF_VIB,Age,net_lending,net_ca,net_td,avg_act,avg_trans,ytd_creditcard,open_creditcard,ytd_debitcard,open_debitcard
15284,M,N,27,0,3266304.53,0,163,2,0,0,1,1
606613,F,N,28,0,10939100,0,67,0,0,0,0,0
69353,F,N,28,0,3843666.67,0,16,2,0,0,1,1
295837,M,N,37,0,272600,0,13,3,0,0,0,0
981984,M,N,18,0,153352.8,0,43,0,0,0,1,1
417612,F,N,24,743000000,371433.33,0,4,0,1,1,0,0
110403,M,N,36,336666000,4108729.6,0,60,2,0,0,0,0
1997,M,N,26,0,1158266.67,0,99,5,0,0,1,1
833471,F,N,31,0,14154933.33,28333333.33,11,2,0,0,1,1
610442,M,N,29,0,570866.67,0,125,3,0,0,1,1
905113,F,N,22,0,723272.6,0,27,1,0,0,1,1
61626,F,N,20,0,680766.67,0,56,0,0,0,1,1
314586,M,N,23,0,993833.33,0,377,2,0,0,2,2
155741,F,N,27,0,433600,0,51,1,0,0,1,1
422195,F,N,23,41777778,0,0,11,0,1,1,0,0
706406,M,N,40,1391251000,29712728.83,0,229,11,0,0,1,1
768485,F,N,26,0,9642039.6,0,123,9,0,0,1,1
178298,F,N,24,0,13968039.93,0,175,0,0,0,1,1
479313,F,N,26,508186000,271560.47,0,101,1,1,1,0,0
241766,M,N,44,152415000,645842.4,0,60,0,0,0,1,1
834240,M,N,36,518750000,328078.8,0,67,0,0,0,0,0
18924,F,N,37,5300000000,208306386.7,0,79,7,0,0,0,0
890811,M,N,24,4658220,0,0,22,0,1,1,0,0
780843,M,N,36,700000000,5024666.67,0,168,8,0,0,0,0
909503,M,N,31,0,0,0,8,0,0,0,1,1
389112,M,N,21,0,2382333.33,0,74,3,0,0,1,1
855599,M,N,26,0,216271.13,0,12,0,0,0,1,1
83801,M,N,40,0,1163133.33,0,137,7,0,0,1,1
476788,F,N,23,0,1889766.67,0,47,4,0,0,1,1
41485,F,N,36,220000000,344282.07,0,131,0,0,0,1,1
870351,M,N,32,2224653000,1677946.7,0,298,2,2,2,0,0
590370,M,N,27,262500000,185560,0,50,0,0,0,0,0
151315,F,N,18,0,298315.73,0,50,9,0,0,1,1
450232,F,N,21,795556000,188990.1,0,22,0,1,1,1,1
730075,M,N,34,0,446431.07,0,72,0,0,0,1,1
748208,M,N,35,590000000,375390.1,0,161,0,0,0,1,1
778389,M,N,29,900000000,23487266.67,0,139,15,0,0,0,0
708212,M,N,34,0,635793.33,0,37,0,0,0,1,1
50700,M,N,33,0,1154696.67,0,114,0,0,0,1,1
473680,M,N,53,6464338,666666.67,0,53,2,1,1,1,1
305527,F,N,20,0,2734000,0,37,1.5,0,0,1,1
976453,F,N,20,0,2154133.33,0,118,8,0,0,1,1
632223,F,N,22,0,585873.33,0,185,9,0,0,1,1
513610,F,N,25,0,1389333.33,0,165,3,0,0,1,1
112216,F,N,18,0,782067.6,0,26,0,0,0,1,1
950734,M,N,41,514580000,1160520.5,0,64,0,1,1,0,0
993220,M,N,30,0,6765860.73,28000000,184,0,0,0,1,1
873544,M,N,33,0,0,100000000,52,0,0,0,1,1
289306,F,N,39,0,53289102.8,0,53,7,0,0,1,1
924869,M,N,32,59899000,33333.33,0,13,1,1,1,0,0
153466,F,N,24,0,5952833.33,0,38,0,0,0,1,1
279309,F,N,26,0,106666.67,100315095.9,75,0,0,0,1,1
414094,M,N,31,216333000,730792.53,0,63,1,0,0,1,1
31131,M,N,27,6071185,0,0,508,0,1,1,1,1
897379,F,N,22,0,1816220.1,0,74,8,0,0,1,1
889018,F,N,22,0,2965453.33,0,29,4,0,0,1,1
739466,M,N,24,0,6476133.33,0,26,2,0,0,1,1
102242,F,N,25,0,1698350,0,53,4,0,0,1,1
527924,F,N,23,0,1853400,0,56,0,0,0,1,1
680409,M,N,21,0,385255.23,0,213,0,0,0,1,1
518404,F,N,23,0,350833.33,0,174,3,0,0,1,1
724674,F,N,24,0,1716496.13,0,28,2,0,0,1,1
256109,F,N,23,0,1942000,0,272,4,0,0,0,0
28654,M,N,27,0,1827111.67,0,139,3,0,0,1,1
136714,M,N,27,0,987040,0,246,6,0,0,1,1
887882,F,N,30,0,856419.73,0,103,5,0,0,1,1
417969,M,N,22,0,459188,0,42,0,0,0,1,1
496252,M,N,21,0,1511699.33,0,149,1,0,0,1,1
866783,F,N,22,0,1658864.87,0,217,3,0,0,1,1
384232,F,N,22,0,1662515.6,0,48,10,0,0,1,1
950477,F,N,21,0,3964110,0,65,2,0,0,1,1
70727,M,N,20,0,1105733.33,0,39,0,0,0,1,1
535465,F,N,21,0,2651400,0,57,10,0,0,1,1
559787,M,N,22,0,3346068.13,2500000,147,11,0,0,1,1
403241,M,N,26,0,451341.93,0,32,3,0,0,1,1
540371,M,N,24,0,1187244.07,0,340,6,0,0,1,1
598276,M,N,19,0,326270,0,71,1,0,0,2,2
426915,F,N,22,0,1394816.67,0,11,4,0,0,1,1
367863,F,N,31,0,1674576,0,155,8,0,0,1,1
242731,M,N,22,120000000,11885437.2,0,122,7,1,1,1,1
917345,F,N,23,0,1339066.67,0,124,11,0,0,1,1
45440,F,N,22,0,896000,0,133,6,0,0,1,1
761473,M,N,22,0,7914772.3,0,359,7,0,0,2,2
271569,M,N,20,0,473849.53,0,220,15,0,0,1,1
681474,M,N,23,0,7555390.27,0,25,0,0,0,1,1
9415,M,N,27,0,528720,0,36,0,0,0,1,1
112943,M,N,20,0,228240,0,11,0,0,0,1,1
855031,F,N,21,0,11263133.33,0,44,4,0,0,1,1
428382,M,N,20,0,1052266.67,0,86,0,0,0,1,1
841560,M,N,30,0,343331.6,0,12,0,0,0,1,1
702994,F,N,23,0,0,0,287,1,0,0,1,1
201771,M,N,20,0,785125.8,0,56,1,0,0,0,0
192665,F,N,22,0,2813946.8,0,233,3,0,0,1,1
281325,F,N,21,0,641292.8,0,228,9,0,0,1,1
291600,F,N,22,0,0,0,93,3,0,0,1,1
920043,M,N,18,0,504424.67,0,107,0,0,0,1,1
605336,M,N,39,998220000,1092023.67,0,42,0,0,0,0,0
530543,M,N,28,0,1948600,26723683.77,128,2,0,0,1,1
119243,M,N,33,0,2904800,0,105,2,0,0,1,1
265076,M,N,21,0,50280,0,351,0,0,0,1,1
282935,M,N,28,519740000,187565,0,170,2,0,0,0,0
848733,M,N,40,5100000000,22279800,0,151,10,0,0,0,0
92026,F,N,27,0,0,0,21,0,0,0,1,1
823283,M,N,34,0,1112127.4,0,107,8,0,0,1,1
97265,M,N,21,0,3771085.33,0,4,0,0,0,1,1
739116,F,N,22,0,1826666.67,0,79,1,0,0,1,1
88263,M,N,32,1694333000,11480503.53,0,25,0,0,0,1,1
819508,F,N,23,0,2086460,0,13,1,0,0,1,1
797211,M,N,19,0,185308.67,0,203,0,0,0,1,1
645770,F,N,22,0,1806121.33,0,32,0,0,0,1,1
111723,M,N,33,0,4623168,0,32,3,0,0,1,1
339251,M,N,25,0,1837500,0,44,6,0,0,1,1
668764,M,N,37,1500000000,200000,0,36,0,1,1,0,0
547261,F,N,26,1376994117,180980244.8,540000000,16,1,1,1,1,1
133255,F,N,28,0,88366.67,0,26,0,0,0,2,2
251588,F,N,22,0,32000000,0,134,1,0,0,1,1
630751,F,N,31,0,0,50000000,20,0,1,1,0,0
552793,F,N,26,0,650900,0,7,1,0,0,1,1
913350,M,N,26,0,564643.27,0,202,11,0,0,1,1
269487,M,N,26,16143210,0,0,22,0,1,1,0,0
525107,F,N,24,0,1324260,0,149,3,0,0,1,1
489458,M,N,30,589895000,283606,0,97,0,1,1,0,0
898443,M,N,24,0,1603948.03,0,10,4,0,0,1,1
582523,F,N,19,0,1217385.6,0,184,6,0,0,1,1
849236,M,N,31,0,2909250.5,0,69,8,0,0,1,1
226572,M,N,31,0,0,0,16,0,0,0,1,1
23901,M,N,24,0,6944843.2,0,59,6,0,0,1,1
279961,M,N,21,0,181613.57,0,195,12,0,0,1,1
865065,F,N,22,0,1217503.33,0,94,3,0,0,1,1
755962,F,N,38,16115000,0,0,92,0,1,1,0,0
951203,M,N,18,0,151826.67,0,61,0,0,0,1,1
606323,F,N,27,0,965030.83,0,33,2,0,0,1,1
569320,M,N,31,0,8130600,0,101,0,0,0,1,1
325808,M,N,31,0,911600,0,114,0,0,0,1,1
567194,M,N,27,0,1090966.67,0,144,2,0,0,1,1
815516,M,N,27,0,444166.67,0,37,0,0,0,1,1
91522,M,N,34,0,762233.33,0,162,0,0,0,1,1
839581,M,N,29,0,132871.47,0,190,6,0,0,1,1
16632,M,N,29,0,708633.33,0,69,0,0,0,1,1
817216,M,N,22,0,537300,0,327,5,0,0,1,1
617,M,N,27,0,348633.33,0,165,0,0,0,1,1
419796,M,N,38,0,364100,0,98,0,0,0,1,1
718626,M,N,31,0,2602500,0,97,0,0,0,1,1
313763,M,N,27,0,2794800,0,239,9,0,0,2,2
264093,M,N,38,0,39600,0,116,0,0,0,1,1
338705,M,N,42,0,888533.33,0,153,0,0,0,1,1
859641,M,N,35,0,1272966.67,0,63,0,0,0,1,1
997480,F,N,30,0,3524010,0,81,1,0,0,1,1
797102,F,N,37,0,6601500,0,29,0,0,0,1,1
83357,F,N,28,0,2576100,0,133,1,0,0,1,1
378961,M,N,31,0,1903600,0,179,1,0,0,1,1
498865,M,N,30,0,810833.33,0,267,4,0,0,1,1
506380,F,N,23,0,664766.67,0,155,0,0,0,1,1
596548,M,N,40,0,1802366.67,0,358,1,0,0,1,1
749623,M,N,30,0,367933.33,0,187,0,0,0,1,1
456923,M,N,32,0,901866.03,0,453,5,0,0,1,1
910480,M,N,32,0,441600,0,53,0,0,0,1,1
572477,M,N,37,0,388433.33,0,111,0,0,0,1,1
590717,M,N,42,0,481066.67,0,516,5,0,0,1,1
810094,M,N,27,0,253266.67,0,46,0,0,0,1,1
81870,M,N,34,0,420733.33,0,97,1,0,0,1,1
417926,M,N,32,0,8675200,0,480,2,0,0,1,1
376744,M,N,27,0,3010166.67,0,239,2,0,0,1,1
245199,M,N,28,0,620566.67,0,94,0,0,0,1,1
424788,M,N,26,0,1011333.33,0,173,0,0,0,1,1
480723,M,N,34,0,2702827.4,0,409,16,0,0,1,1
6645,M,N,38,0,543233.33,0,26,2,0,0,2,2
283717,M,N,26,0,9731266.67,0,20,0,0,0,1,1
160336,M,N,36,0,2286366.67,0,75,1,0,0,1,1
736940,M,N,26,0,3082500,0,178,0,0,0,1,1
121096,M,N,33,0,774166.67,0,221,7,0,0,1,1
597077,M,N,48,0,2290933.33,0,80,0,0,0,1,1
726156,M,N,28,0,8088607.13,0,107,5,0,0,1,1
233536,M,N,36,0,8288100,0,98,0,0,0,1,1
442586,M,N,65,0,2374600,0,114,0,0,0,1,1
353146,M,N,38,0,367766.67,0,69,1,0,0,1,1
137150,M,N,29,0,0,0,257,4,0,0,1,1
100569,M,N,21,0,0,0,34,0,0,0,1,1
871374,F,N,29,18808300,5225166.67,17500000,86,1,1,1,0,0
950789,F,N,21,396667000,883352.53,0,31,0,0,0,0,0
456747,F,N,26,0,280000,0,15,3,0,0,1,1
201233,M,N,22,0,918085.67,0,64,4,0,0,1,1
839998,F,N,45,3662100,2631122.67,0,484,2,1,1,0,0
710344,F,N,29,394250000,342709.73,0,52,0,0,0,1,1
528457,F,N,21,0,183006.23,0,71,0,0,0,1,1
328360,M,N,41,6972000,3560000,0,68,3,1,1,2,2
516823,M,N,48,50235700,0,0,334,0,2,2,0,0
436826,F,N,23,0,1342685.77,0,52,0,0,0,1,1
252085,F,N,40,623438000,469600,0,63,0,0,0,0,0
106380,M,N,26,419098000,908695.8,0,28,0,0,0,0,0
146044,M,N,32,2020284000,2056365.33,0,32,0,1,1,0,0
256567,F,N,25,0,0,0,10,0,0,0,0,0
620512,F,N,32,0,2042967.8,0,20,0,0,0,1,1
43349,F,N,20,0,547507,0,88,2,0,0,1,1
125002,M,N,26,797778000,1278463.93,0,100,0,0,0,0,0
977971,M,N,36,0,634837.33,0,37,4,0,0,1,1
82824,F,N,22,0,3395366.67,0,30,4,0,0,0,0
350067,M,N,41,400000000,135490760,0,51,2,0,0,0,0
794470,M,N,40,1409700000,20213100,0,95,0,1,1,0,0
536908,M,N,31,0,2939166.67,0,127,4,0,0,1,1
15043,M,N,30,246527000,1505652.07,0,37,0,0,0,0,0
652601,M,N,28,398883000,438679.2,0,124,1,1,1,0,0
890576,M,N,25,1072800000,226561,0,10,0,1,1,0,0
725816,M,N,25,0,163373.33,0,110,2,0,0,1,1
9624,M,N,18,0,1093443.33,0,82,0,0,0,2,2
360978,M,N,29,0,168645866.7,0,412,7,0,0,1,1
648409,M,N,34,5429935,0,0,124,0,1,1,0,0
893379,M,N,23,0,177957.67,0,140,3,0,0,1,1
537838,F,N,30,0,3480908.73,0,17,1,0,0,1,1
715755,F,N,50,1991228000,11675113.07,0,47,0,0,0,0,0
589980,F,N,32,27190000,0,0,23,0,1,1,0,0
714261,F,N,23,0,332778.1,0,29,1,0,0,1,1
756313,M,N,40,1191875000,189465.77,0,94,0,0,0,1,1
242631,F,N,24,0,2823333.33,0,19,1,0,0,1,1
206049,F,N,26,0,8057000,0,109,5,0,0,1,1
21132,F,N,29,0,2797259.2,0,59,1,0,0,1,1
811628,M,N,36,481833334,1845413.4,0,110,0,1,1,0,0
160145,F,N,25,811458000,612670.33,0,39,0,1,1,0,0
15572,F,Y,24,8098000,1531111.2,0,39,2,1,1,1,1
484920,F,N,28,0,38500,0,81,11,0,0,0,0
408637,M,N,38,395240000,2883860.2,0,22,0,0,0,0,0
107356,M,N,31,0,4095066.67,0,140,3,0,0,0,0
673210,M,N,26,0,22008.33,0,170,0,0,0,1,1
841666,M,N,21,0,458124.53,0,116,0,0,0,1,1
31268,M,N,45,6376461,0,0,44,0,2,2,0,0
161439,F,N,22,0,1274854.67,0,98,3,0,0,1,1
318224,F,N,30,429820000,502258.8,0,27,0,0,0,0,0
235709,F,N,23,0,2019160,0,32,1,0,0,1,1
111568,F,N,26,0,1937370,0,29,3,0,0,1,1
575002,F,N,28,0,1498100,0,20,1,0,0,1,1
356639,M,N,22,0,711892.4,0,212,13,0,0,1,1
380374,M,N,25,0,0,0,126,7,0,0,1,1
641483,F,N,26,0,109759,0,227,1,0,0,1,1
991978,M,Y,37,0,3500122.07,0,19,1,1,1,1,1
801503,F,N,48,0,319166.67,0,28,0,0,0,1,1
563046,F,N,23,0,466146.67,0,210,7,0,0,1,1
598247,M,N,42,0,748266.67,0,18,2,0,0,1,1
411228,F,Y,29,0,1860333.33,0,32,14,0,0,1,1
863373,F,N,34,0,1852293.33,0,47,0,0,0,1,1
786965,F,N,46,0,1174693.33,0,220,0,0,0,1,1
866285,M,N,22,0,3776739.67,0,28,1,0,0,1,1
838537,M,N,27,0,4611320.4,0,47,1,0,0,1,1
443760,F,N,23,0,1921600,5500000,29,0,0,0,1,1
378634,M,N,36,0,88266.67,0,14,0,0,0,1,1
169876,M,N,29,0,433333.33,0,59,0,0,0,0,0
225540,M,N,26,0,1265896.67,0,139,2,0,0,1,1
422478,F,N,28,0,1635103.33,0,149,1,0,0,1,1
768888,M,N,34,0,3566611.5,0,64,1,0,0,0,0
112741,M,N,37,0,0,0,76,0,1,1,0,0
50504,F,N,30,0,735383.33,0,21,0,0,0,1,1
130470,M,N,40,0,5189146.67,0,64,1,0,0,1,1
142066,F,N,22,0,621223.33,0,162,6,0,0,1,1
681964,M,N,52,0,138266.67,0,69,0,0,0,1,1
323912,F,N,20,0,447500,0,50,0,0,0,1,1
747722,F,N,19,0,1152346.4,0,44,0,0,0,1,1
756418,M,N,19,0,1016200,0,73,3,0,0,1,1
804261,M,N,35,0,7190870,0,76,1,0,0,1,1
581439,M,N,37,0,4715473.33,0,51,1,0,0,1,1
41401,F,N,25,0,6773043.33,0,46,1,0,0,1,1
177030,F,N,45,17990000,36925.33,0,26,1,1,1,0,0
166728,M,N,26,0,124933.33,0,93,1,0,0,1,1
728971,M,N,49,750000000,40800,0,23,0,0,0,0,0
267961,M,N,27,79000000,1138600,0,44,5,0,0,0,0
141274,M,N,33,299167000,2849374.33,0,57,0,0,0,0,0
328029,M,N,25,77645611,343214.27,0,369,3,1,1,0,0
735527,M,N,35,0,18012360,0,75,0,0,0,1,1
543417,M,N,36,0,2804427.27,0,504,12,0,0,1,1
767558,M,N,25,0,1648827.83,0,68,3,0,0,1,1
674989,M,N,31,0,0,0,76,0,0,0,2,2
182216,M,N,31,1392223000,10547332.8,0,36,0,1,1,0,0
658553,M,N,22,0,3538366.67,0,260,2,0,0,1,1
187867,F,N,18,0,320300,0,72,0,0,0,1,1
400508,F,N,19,0,487383.33,0,47,1,0,0,1,1
871930,M,N,25,18836551,0,0,17,0,1,1,0,0
253534,F,N,22,0,1589580,0,139,1,0,0,1,1
84140,M,N,23,267185000,620897.2,0,4,0,0,0,0,0
672549,M,N,30,295000000,195730.67,0,50,0,0,0,1,1
905694,M,N,23,0,930363.63,0,119,6,0,0,1,1
593147,M,N,26,0,180230,0,66,0,0,0,1,1
994558,M,N,30,578040000,3294714.8,0,68,4,0,0,1,1
755626,F,Y,36,0,2625000,23729200,50,9,0,0,1,1
658149,F,N,38,0,147733.33,0,1159,111.5,0,0,1,1
870533,M,N,26,0,0,0,17,0,0,0,1,1
397361,F,N,25,894445000,204156.57,0,165,0,1,1,0,0
10541,F,N,23,0,299558.67,0,39,0,0,0,1,1
130104,F,N,25,0,2772657.8,0,38,0,0,0,1,1
228784,M,N,30,0,3308683.33,0,110,0,0,0,1,1
983978,M,N,29,434762000,525221.57,0,65,3,0,0,1,1
784158,F,N,18,0,4152266.67,0,64,0,0,0,1,1
559405,F,N,26,0,1391867.67,0,80,0,0,0,1,1
338658,M,N,24,0,3315163.47,0,70,0,0,0,1,1
806361,M,N,30,0,278715.33,0,16,1,0,0,1,1
688480,F,N,18,0,173211.53,0,43,0,0,0,1,1
455482,F,N,22,0,211449.07,0,86,4,0,0,1,1
736934,F,N,23,0,360257.53,0,17,0,0,0,1,1
987959,F,N,19,0,154596.2,0,52,0,0,0,1,1
78093,F,N,22,0,257606.13,0,48,0,0,0,1,1
902374,F,N,56,448326000,310468.07,0,36,4,0,0,0,0
831185,M,N,18,0,378366.67,0,262,2,0,0,1,1
43591,M,N,26,0,1843972,0,6,0,0,0,1,1
777262,F,N,30,820000000,738266.67,0,7,0,1,1,1,1
896614,M,N,26,0,0,0,35,0,1,1,0,0
342141,F,N,34,0,9934150,0,1,0,0,0,1,1
707171,F,N,23,0,966961.67,0,57,11,0,0,2,2
234907,M,N,31,69999000,0,0,56,0,1,1,0,0
376385,F,N,29,33007,94658.27,0,71,4,1,1,0,0
797954,M,N,26,0,3547933.33,0,155,0,0,0,1,1
534090,M,N,23,0,2186133.33,0,125,6,0,0,1,1
322429,M,N,52,0,0,0,56,0,0,0,0,0
777887,M,N,33,1700000000,3123066.67,0,40,1,0,0,0,0
726165,F,N,29,0,1375466.67,0,137,4,0,0,1,1
399601,M,N,29,0,2280115.47,0,133,2,0,0,1,1
999733,M,N,31,0,238046.67,0,136,1,0,0,1,1
770337,M,N,38,636832783,166666.67,0,56,1,1,1,0,0
691201,M,N,22,0,171035.67,0,168,11,0,0,1,1
639265,M,N,28,0,1415896,0,166,8,0,0,1,1
238170,M,N,37,720000000,100000,0,57,0,1,1,0,0
848870,M,N,35,0,996666.67,0,50,1,0,0,1,1
476140,M,N,29,471300000,2282189.67,0,196,1,1,1,0,0
924517,M,N,23,0,206383.43,0,94,44,0,0,2,2
681132,F,N,23,0,793533.33,0,117,4,0,0,1,1
127455,F,N,24,0,2422600,0,55,2,0,0,1,1
778502,F,N,26,261319444,201334.17,0,6,0,1,1,0,0
73036,F,N,23,0,1349666.67,0,158,2,0,0,1,1
173350,M,N,26,0,112600,0,148,2,0,0,1,1
481751,F,N,25,0,1874333.33,0,50,3,0,0,1,1
609233,M,N,29,398000000,8804066.67,0,48,0,1,1,0,0
398111,M,N,24,0,0,0,11,0,0,0,1,1
602727,F,N,30,0,776768.43,0,50,0,0,0,1,1
982951,M,N,31,0,11384083.33,0,17,0,0,0,1,1
42303,F,N,41,495834000,68103088.8,0,185,15,1,1,0,0
769677,F,N,45,0,0,25033760.2,49,0,1,1,0,0
144740,F,N,23,0,934907.47,0,19,0,0,0,1,1
188953,F,N,26,0,1202033.33,0,131,0,0,0,1,1
417103,F,Y,22,0,0,0,26,0,0,0,1,1
897154,M,N,18,0,610333.33,0,110,4,0,0,1,1
285663,M,N,21,0,3138600,0,208,4,0,0,1,1
454151,F,N,19,0,2315517.17,0,176,8,0,0,1,1
948245,F,N,19,0,2523266.67,0,29,4,0,0,1,1
109268,F,N,20,0,1943886.67,0,204,0,0,0,1,1
33103,F,N,32,0,4082066.67,0,370,5,0,0,1,1
680488,M,N,36,1049990000,33467298,0,92,0,1,1,0,0
418361,F,N,22,0,0,0,33,2,0,0,1,1
39360,M,N,23,0,207635.53,0,46,3,0,0,1,1
645349,M,N,22,0,101727.33,0,183,0,0,0,1,1
859938,M,N,28,0,1194666.67,0,62,0,0,0,1,1
5082,M,N,28,0,1295266.67,0,29,1,0,0,2,2
3431,M,N,26,0,372780,0,49,0,0,0,1,1
764589,M,N,31,0,571433.33,0,104,5,0,0,1,1
913133,M,N,21,0,625505.6,0,81,1,0,0,1,1
780194,M,N,24,0,617667.87,0,180,8,0,0,1,1
639626,M,N,23,0,137966.2,0,166,0,0,0,1,1
608997,M,N,23,0,28646.8,0,68,0,0,0,1,1
175103,M,N,27,0,320944.13,0,34,0,0,0,1,1
137246,M,N,26,0,185723.33,0,676,18,0,0,1,1
808382,M,N,21,0,56481.4,0,47,3,0,0,1,1
11677,F,N,24,0,4713867.13,0,60,0,0,0,1,1
993799,M,N,25,0,405105.87,0,115,6,0,0,1,1
427565,M,N,24,0,382810.4,0,79,0,0,0,1,1
801872,M,N,28,0,726831.73,0,40,1,0,0,1,1
231199,M,N,29,0,91458.33,0,158,4,0,0,1,1
180206,M,N,25,0,937286.67,0,27,0,0,0,1,1
108643,M,N,23,0,0,0,87,2,0,0,1,1
38605,M,N,21,0,3408544.07,0,210,2,0,0,1,1
12110,M,N,20,0,2544706.67,0,111,5,0,0,1,1
433506,F,N,21,0,260000,0,69,0,0,0,1,1
558731,M,N,27,0,1021509.1,0,78,0,0,0,1,1
224842,F,N,22,0,338777.4,0,112,0,0,0,1,1
720643,M,N,29,0,724536.03,0,64,2,0,0,2,2
438948,F,N,26,0,190000,0,147,1,0,0,1,1
96834,M,N,20,0,100000,0,25,0,0,0,1,1
432639,F,N,33,0,0,99333333.33,142,0,2,2,0,0
21993,M,N,46,0,5071600,0,176,1,0,0,1,1
876710,F,N,39,0,14000933.33,0,111,7,0,0,1,1
861479,M,N,37,0,0,50000000,46,0,2,2,0,0
332553,F,N,23,0,1177833.33,0,24,0,0,0,1,1
105996,M,N,31,0,0,0,49,0,1,1,0,0
501976,M,N,35,496774900,303266.67,0,1,0,1,1,1,1
450931,M,N,49,0,1050766.67,0,193,0,0,0,3,3
479826,F,N,24,400000000,40500,0,21,6,0,0,1,1
667078,M,N,29,0,2320970.67,0,234,9,0,0,1,1
659086,F,N,23,0,1970434.4,0,117,0,0,0,1,1
451223,F,N,23,0,11238.27,0,34,3,0,0,1,1
671714,M,N,22,0,109040,0,84,2,0,0,1,1
464418,F,N,23,0,338520,0,27,1,0,0,1,1
903853,F,N,25,0,915000,0,102,0,0,0,1,1
841251,M,N,25,0,1434260,0,21,2,0,0,1,1
688900,M,N,18,0,613033.33,0,109,9,0,0,1,1
83019,M,N,29,0,380040,0,157,7,0,0,1,1
625097,F,N,23,0,0,0,106,9,0,0,1,1
964302,M,N,23,0,2804806.67,0,23,4,0,0,1,1
81676,F,N,22,0,468333.33,0,30,1,0,0,1,1
990181,M,N,24,0,0,0,173,4,0,0,1,1
945908,M,N,19,0,850666.67,0,138,0,0,0,1,1
435057,M,N,22,0,297333.33,0,115,7,0,0,1,1
859620,F,N,24,0,9796406.73,0,108,12,0,0,1,1
997459,M,N,18,0,2021600,0,211,0,0,0,1,1
602442,F,N,28,497011000,1775091.27,0,33,0,1,1,0,0
449454,M,N,26,393334000,6513537,0,7,0,0,0,1,1
49807,F,N,38,642948900,991000,0,59,0,1,1,0,0
813623,F,N,32,60000000,4400026.67,0,69,4,1,1,0,0
795427,F,N,31,689750000,1390009.27,0,179,0,1,1,0,0
911349,F,N,32,1366194000,645108.73,0,214,0,0,0,0,0
314285,F,N,34,0,844093.33,0,39,1,0,0,1,1
416740,M,N,24,0,770133.33,0,121,2,0,0,1,1
471890,M,N,22,0,50000,0,34,1,0,0,1,1
569030,M,N,25,0,186600,0,59,1,0,0,1,1
894025,M,N,20,0,295066.67,0,54,2,0,0,2,2
208499,F,Y,28,0,2910400,0,40,3,0,0,1,1
435689,F,N,26,0,0,0,23,0,0,0,1,1
341341,M,N,26,0,1423437.33,0,64,4,0,0,1,1
48820,F,N,22,0,1426666.67,0,76,1,0,0,1,1
392757,F,N,27,0,625366.67,0,56,3,0,0,1,1
308755,F,N,27,0,923433.33,0,77,0,0,0,1,1
994619,M,N,23,251700000,837997.03,0,22,0,0,0,0,0
903657,F,N,22,0,1218065.37,0,547,19,0,0,1,1
483999,M,N,25,0,183268.2,0,324,3,0,0,1,1
138754,F,N,26,0,1002260.2,0,34,0,0,0,1,1
317273,M,N,30,0,410335.47,0,227,0,0,0,1,1
661796,M,N,25,0,1007939.17,0,57,5,0,0,1,1
342221,M,N,25,0,1204901.83,0,38,11,0,0,1,1
840433,M,N,27,0,357762.4,0,145,3,0,0,1,1
537023,F,N,23,0,2894542.33,0,405,19,0,0,1,1
606399,F,N,22,0,659209.63,0,136,3,0,0,1,1
546668,M,N,25,0,464019.03,0,445,7,0,0,1,1
240110,F,N,26,0,689853.53,0,634,19,0,0,1,1
136775,M,N,29,0,373446.17,0,264,5,0,0,1,1
783124,F,N,29,0,1896971.87,0,195,9,0,0,1,1
539584,M,N,64,391666667,1646097.8,0,21,0,0,0,0,0
200607,F,N,37,1493333000,25277403.8,0,130,35,0,0,1,1
344678,F,N,42,0,1444166.67,0,25,3,0,0,1,1
475169,F,N,45,2900000000,26354081.27,0,55,9,0,0,0,0
535676,M,N,26,0,0,0,9,0,0,0,1,1
235178,F,N,28,0,305000,0,67,0,0,0,1,1
988162,M,N,24,400000000,780000,0,70,0,0,0,0,0
126340,F,N,18,0,586545.33,0,51,6,0,0,1,1
534649,M,N,37,800000000,2121600,0,98,0,0,0,0,0
302022,F,Y,26,0,2566266.67,0,137,4,0,0,1,1
9528,F,N,40,2100000000,1008186767,733333333.3,65,1,0,0,0,0
7661,M,N,24,440000000,325746.67,0,46,0,0,0,0,0
636828,F,N,29,0,233332600,233333333.3,42,0,0,0,0,0
784387,M,N,26,0,479607,0,49,1,0,0,1,1
128806,F,N,21,0,293066.67,0,52,3,0,0,1,1
126914,F,N,23,0,1000600,0,186,17,0,0,2,2
650783,M,N,27,0,542081,0,44,5,0,0,1,1
44066,M,N,37,0,10661072.5,0,59,0,0,0,1,1
546734,M,N,29,1644225260,176801042.9,0,89,0,1,1,0,0
612952,M,N,29,743750000,45981004.67,0,336,0,0,0,0,0
272493,M,N,35,315000000,179266.67,0,54,0,0,0,0,0
951900,M,N,29,0,162000,0,109,1,0,0,1,1
281535,M,N,22,0,1342.13,0,92,0,0,0,0,0
594700,M,N,31,260583000,1185067.27,0,68,0,0,0,0,0
222441,F,N,31,0,0,700000000,38,0,0,0,0,0
368572,M,N,30,371524000,4767273.4,0,63,0,0,0,0,0
907425,F,N,20,0,485000,0,158,5,0,0,1,1
918178,M,N,23,0,2865000,0,56,0,0,0,1,1
418079,M,N,25,0,290000,0,27,0,0,0,1,1
821832,M,N,27,0,575266.67,0,87,3,0,0,1,1
